Math_Score,Science_Score,Programming_Skill,Communication_Skill,Logical_Ability,R_score,I_score,A_score,S_score,E_score,C_score,Career,Required_Skills,Salary_Range,Learning_Path
73,73,4,4,4,4,8,2,2,2,8,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
70,83,3,2,4,1,5,2,6,3,0,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
83,88,3,2,4,3,8,3,2,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
86,61,2,2,5,4,2,2,3,1,6,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
77,85,4,4,4,2,3,2,4,3,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
82,84,2,2,4,1,8,1,9,2,5,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
79,72,2,2,5,3,5,3,4,0,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
63,77,4,4,2,5,4,1,1,8,3,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
70,87,3,3,4,1,9,3,6,4,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
81,71,4,2,5,0,7,5,3,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
79,90,2,5,2,2,2,6,8,1,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
89,93,4,4,3,3,8,3,9,2,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
66,85,4,4,4,3,6,4,3,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
76,82,2,4,4,1,4,2,5,2,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
88,67,3,2,5,2,8,3,3,1,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
89,76,5,3,4,1,7,3,4,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
79,79,3,4,3,1,1,8,6,5,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
92,60,4,2,4,5,2,4,3,2,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
84,66,2,4,4,5,9,3,4,4,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
89,92,4,4,3,5,7,3,5,5,3,Software Engineering,"Python/Java, Data Structures, Algorithms, System Design, Version Control (Git)",₹3-50 LPA,1-2 Months: Programming Fundamentals & Data Structures | 3-4 Months: Algorithms & System Design Basics | 5-6 Months: Backend/Frontend Development & APIs | 6+ Months: Build & Deploy Full Stack Projects
77,89,4,4,2,4,1,2,1,8,4,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
76,79,2,4,2,3,3,6,9,4,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
60,87,4,3,3,2,7,4,7,3,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
86,87,2,5,3,7,4,2,3,8,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
89,61,3,4,2,5,1,3,2,8,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
81,93,4,3,2,5,6,2,6,3,4,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
78,83,2,3,2,3,7,3,6,1,2,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
94,82,4,4,2,1,3,4,8,4,1,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
87,61,5,3,4,1,9,4,0,2,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
87,76,3,2,4,2,6,3,0,1,5,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
61,97,4,2,4,3,8,1,5,1,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
80,65,4,4,3,7,2,3,1,7,1,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
87,94,3,3,5,4,7,4,3,3,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
77,75,4,5,2,4,4,7,10,1,4,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
84,60,2,4,3,4,0,5,9,5,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
94,73,5,4,4,4,8,2,2,2,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
63,86,4,3,5,3,6,2,3,1,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
83,72,3,2,4,4,3,4,4,4,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
72,83,4,4,3,5,2,1,2,9,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
62,70,3,4,2,6,2,3,1,9,0,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
67,77,2,5,4,3,3,7,7,1,3,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
90,74,5,2,4,2,8,3,3,2,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
83,79,2,2,4,2,2,3,4,3,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
81,60,2,2,4,3,9,3,2,3,7,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
74,75,2,4,3,3,2,5,9,2,2,Digital Marketing,"SEO/SEM, Social Media, Content Creation, Analytics, Brand Strategy",₹2-25 LPA,"1-2 Months: SEO, Social Media & Content Basics | 3-4 Months: Google Ads, Email & Analytics | 5-6 Months: Growth Hacking & Brand Strategy | 6+ Months: Run Live Campaigns & Build Portfolio"
79,80,4,4,4,3,2,3,0,1,10,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
84,64,3,2,4,1,7,4,0,4,9,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
74,77,3,5,2,5,2,5,4,7,5,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
90,77,3,3,4,0,1,2,3,2,8,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
81,72,4,4,4,2,3,3,2,4,7,Accounting & Finance,"Financial Reporting, Excel, Budgeting, Tax Analysis, Auditing",₹3-30 LPA,"1-2 Months: Accounting Basics & Excel | 3-4 Months: Financial Statements & Budgeting | 5-6 Months: Tax, Auditing & Financial Analysis | 6+ Months: Real Firm Projects & CA/CFA Prep"
84,63,3,4,3,8,0,0,3,7,2,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
77,92,2,5,2,7,2,1,3,7,3,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
88,66,2,4,2,4,3,2,0,6,1,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
68,82,5,4,4,2,10,2,4,4,6,Data Science,"Python, Machine Learning, Data Visualization, Statistical Analysis, SQL",₹4-35 LPA,1-2 Months: Python & Statistics Basics | 3-4 Months: Data Wrangling & Visualization | 5-6 Months: Machine Learning & Model Building | 6+ Months: Real-world Projects & Kaggle Competitions
91,81,3,2,3,5,6,5,8,4,3,Bioinformatics,"Python/R, Genomic Analysis, Data Mining, Molecular Biology, Statistics",₹3-28 LPA,1-2 Months: Biology Basics & Python/R | 3-4 Months: Genomic Data Analysis & Databases | 5-6 Months: Machine Learning in Biology & Research | 6+ Months: Publish Research & Build Bio-datasets
88,70,3,4,3,6,1,4,1,9,2,Product Management,"Roadmap Planning, Agile/Scrum, User Research, Data Analysis, Leadership",₹6-60 LPA,"1-2 Months: Product Thinking & Market Research | 3-4 Months: Agile, Roadmapping & User Stories | 5-6 Months: Data-driven Decisions & A/B Testing | 6+ Months: Launch a Product & Build Case Studies"
63,83,4,2,3,5,6,2,5,4,4,Software Engineering,"Python/Java, Data Structures, Algorithms, System Design, Version Control (Git)",₹3-50 LPA,1-2 Months: Programming Fundamentals & Data Structures | 3-4 Months: Algorithms & System Design Basics | 5-6 Months: Backend/Frontend Development & APIs | 6+ Months: Build & Deploy Full Stack Projects
63,90,4,4,3,8,5,5,1,8,4,Web Development,"HTML/CSS, JavaScript, React, REST APIs, Version Control (Git)",₹3-30 LPA,"1-2 Months: HTML, CSS & JavaScript Basics | 3-4 Months: React & REST API Integration | 5-6 Months: Backend, Databases & Authentication | 6+ Months: Deploy Full Stack Apps & Open Source"
